title,year,mpaa_rating,imdb_rating,imdb_ratings_total,imdb_popularity,imdb_user_reviews_total,imdb_critic_reviews_total,runtime,genre,language,country,release_date,production_co,color,description,poster_image,director,cast,budget,gross_usa_weekend,gross_usa,gross_worldwide
Touch of Evil,1958,PG-13,8.1,"85,611","4,725",286,111,95,"Crime, Drama, Film-Noir, Thriller",English,USA,February 1958 (USA),Universal International Pictures (UI), Black and White,"Mexican Narcotics officer Ramon Miguel 'Mike' Vargas has to interrupt his honeymoon on the Mexican-US border when an American building contractor is killed after someone places a bomb in his car. He's killed on the US side of the border but it's clear that the bomb was planted on the Mexican side. As a result, Vargas delays his return to Mexico City where he has been mounting a case against the Grandi family crime and narcotics syndicate. Police Captain Hank Quinlan is in charge on the US side and he soon has a suspect, a Mexican named Manolo Sanchez. Vargas is soon onto Quinlan and his Sergeant, Pete Menzies, when he catches them planting evidence to convict Sanchez. With his new American wife, Susie, safely tucked away in a hotel on the US side of the border - or so he thinks - he starts to review Quinlan's earlier cases. While concentrating on the corrupt policeman however, the Grandis have their own plans for Vargas and they start with his wife Susie.","https://ia.media-imdb.com/images/M/MV5BOTA1MjA3M2EtMmJjZS00OWViLTkwMTEtM2E5ZDk0NTAyNGJiXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg",Orson Welles,"Charlton Heston,Janet Leigh,Orson Welles,Joseph Calleia,Akim Tamiroff,Joanna Moore,Ray Collins,Dennis Weaver,Valentin de Vargas,Mort Mills,Victor Millan,Lalo Rios,Michael Sargent,Phil Harvey,Joi Lansing","$829,000","$70,725","$2,237,659,",
Gandhi,1982,PG,8.1,"196,925","2,040",281,96,191,"Biography, Drama, History",English,UK,25 February 1983 (USA),International Film Investors, Black and White,"In 1893, Gandhi is thrown off a South African train for being an Indian and traveling in a first class compartment. Gandhi realizes that the laws are biased against Indians and decides to start a non-violent protest campaign for the rights of all Indians in South Africa. After numerous arrests and the unwanted attention of the world, the government finally relents by recognizing rights for Indians, though not for the native blacks of South Africa. After this victory, Gandhi is invited back to India, where he is now considered something of a national hero. He is urged to take up the fight for India's independence from the British Empire. Gandhi agrees, and mounts a non-violent non-cooperation campaign of unprecedented scale, coordinating millions of Indians nationwide. There are some setbacks, such as violence against the protesters and Gandhi's occasional imprisonment. Nevertheless, the campaign generates great attention, and Britain faces intense public pressure. Too weak from World ...","https://ia.media-imdb.com/images/M/MV5BMzJiZDRmOWUtYjE2MS00Mjc1LTg1ZDYtNTQxYWJkZTg1OTM4XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg",Richard Attenborough,"Ben Kingsley,Candice Bergen,Edward Fox,John Gielgud,Trevor Howard,John Mills,Martin Sheen,Ian Charleson,Athol Fugard,Günther Maria Halmer,Saeed Jaffrey,Geraldine James,Alyque Padamsee,Amrish Puri,Roshan Seth","$22,000,000","$131,153","$52,767,889","$127,767,889"
Paper Moon,1973,PG,8.1,"33,119","4,175",131,56,102,"Comedy, Crime, Drama",English,USA,9 May 1973 (USA),"Directors Company, The", Black and White,"Adapted from the novel, ""Addie Pray"" (1971) by Joe David Brown, PAPER MOON is the story of Moses Pray and Addie Loggins. With scenery reminiscent of ""The Grapes of Wrath,"" the film is set in the depression-era Midwestern region of the United States. As the movie opens, we see a small group of mourners clustered at a graveside. Among the mourners is Addie, the dead woman's small daughter. Moses Pray -- ostensibly of the ""Kansas Bible Company"" -- approaches the group, as the service concludes, and two of the elderly women remark that the child bears some resemblance to him and asks if he might be related. ""If ever a child needed kin, it's now,"" one lady says. With no knowledge of who her father is, Addie's only haven is her Aunt's home in St. Joseph, Missouri. Having identified himself as a ""traveling man spreading the Lord's gospel in these troubled times,"" ""Mose"" is prevailed upon to deliver the helpless child to her Aunt since he's going that way, anyway. Addie, wise beyond her years...","https://ia.media-imdb.com/images/M/MV5BOWVmYzQwY2MtOTBjNi00MDNhLWI5OGMtN2RiMDYxODI3MjU5XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX182_CR0,0,182,268_AL_.jpg",Peter Bogdanovich,"Ryan O'Neal,Tatum O'Neal,Madeline Kahn,John Hillerman,P.J. Johnson,Jessie Lee Fulton,James N. Harrell,Lila Waters,Noble Willingham,Bob Young,Jack Saunders,Jody Wilbur,Liz Ross,Yvonne Harrison,Ed Reed","$2,500,000",,"$30,933,743",
Donnie Darko,2001,R,8.1,"660,689",443,"2,156",352,113,"Drama, Sci-Fi, Thriller",English,USA,26 October 2001 (USA),Pandora Cinema,Color,"Donnie Darko doesn't get along too well with his family, his teachers, and his classmates; but he does manage to find a sympathetic friend in Gretchen, who agrees to date him. He has a compassionate psychiatrist, who discovers hypnosis is the means to unlock hidden secrets. His other companion may not be a true ally. Donnie has a friend named Frank, a large bunny which only Donnie can see. When an engine falls off a plane and destroys his bedroom, Donnie is not there. Both the event, and Donnie's escape, seem to have been caused by supernatural events. Donnie's mental illness, if such it is, may never allow him to find out for sure.","https://ia.media-imdb.com/images/M/MV5BZjZlZDlkYTktMmU1My00ZDBiLWFlNjEtYTBhNjVhOTM4ZjJjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg",Richard Kelly,"Jake Gyllenhaal,Holmes Osborne,Maggie Gyllenhaal,Daveigh Chase,Mary McDonnell,James Duval,Arthur Taxier,Patrick Swayze,Mark Hoffman,David St. James,Tom Tangen,Jazzie Mahannah,Jolene Purdy,Stuart Stone,Gary Lundy",,,,
Barry Lyndon,1975,PG,8.1,"121,374","1,980",398,142,185,"Adventure, Drama, History, War",English,UK,18 December 1975 (USA),Peregrine,Color,"In the Eighteenth Century, in a small village in Ireland, Redmond Barry is a young farm boy in love with his cousin Nora Brady. When Nora gets engaged to the British Captain John Quin, Barry challenges him to a duel of pistols. He wins and escapes to Dublin but is robbed on the road. Without an alternative, Barry joins the British Army to fight in the Seven Years War. He deserts and is forced to join the Prussian Army where he saves the life of his captain and becomes his protégé and spy of the Irish gambler Chevalier de Balibari. He helps Chevalier and becomes his associate until he decides to marry the wealthy Lady Lyndon. They move to England and Barry, in his obsession of nobility, dissipates her fortune and makes a dangerous and revengeful enemy.","https://ia.media-imdb.com/images/M/MV5BNmY0MWY2NDctZDdmMi00MjA1LTk0ZTQtZDMyZTQ1NTNlYzVjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX182_CR0,0,182,268_AL_.jpg",Stanley Kubrick,"Ryan O'Neal,Marisa Berenson,Patrick Magee,Hardy Krüger,Steven Berkoff,Gay Hamilton,Marie Kean,Diana Körner,Murray Melvin,Frank Middlemass,André Morell,Arthur O'Sullivan,Godfrey Quigley,Leonard Rossiter,Philip Stone","$11,000,000",,"$20,000,000,","$31,500,000,"
Diabolique,1955,Not Rated,8.1,"52,261",,168,125,117,"Crime, Drama, Horror, Mystery, Thriller",French,France,21 November 1955 (USA),Filmsonor, Black and White,"The wife and mistress of a sadistic boarding school headmaster plot to kill him. They drown him in the bathtub and dump the body in the school's filthy swimming pool... but when the pool is drained, the body has disappeared - and subsequent reported sightings of the headmaster slowly drive his 'killers' (and the audience) up the wall with almost unbearable suspense...","https://ia.media-imdb.com/images/M/MV5BMGJmNmU5OTAtOTQyYy00MmM3LTk4MzUtMGFiZDYzODdmMmU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY268_CR9,0,182,268_AL_.jpg",Henri-Georges Clouzot,"Simone Signoret,Véra Clouzot,Paul Meurisse,Charles Vanel,Jean Brochard,Thérèse Dorny,Michel Serrault,Georges Chamarat,Robert Dalban,Camille Guérini,Jacques Hilling,Jean Lefebvre,Aminda Montserrat,Jean Témerson,Jacques Varennes",,,,
"Monsters, Inc.",2001,G,8.1,"682,922",518,609,253,92,"Animation, Adventure, Comedy, Family, Fantasy",English,USA,2 November 2001 (USA),Pixar Animation Studios,Color,"A city of monsters with no humans called Monstropolis centers around the city's power company, Monsters, Inc. The lovable, confident, tough, furry blue behemoth-like giant monster named James P. Sullivan (better known as Sulley) and his wisecracking best friend, short, green cyclops monster Mike Wazowski, discover what happens when the real world interacts with theirs in the form of a 2-year-old baby girl dubbed ""Boo,"" who accidentally sneaks into the monster world with Sulley one night. And now it's up to Sulley and Mike to send Boo back in her door before anybody finds out, especially two evil villains such as Sulley's main rival as a scarer, chameleon-like Randall (a monster that Boo is very afraid of), who possesses the ability to change the color of his skin, and Mike and Sulley's boss Mr. Waternoose, the chairman and chief executive officer of Monsters, Inc.","https://ia.media-imdb.com/images/M/MV5BMTY1NTI0ODUyOF5BMl5BanBnXkFtZTgwNTEyNjQ0MDE@._V1_UX182_CR0,0,182,268_AL_.jpg",Pete Docter,"John Goodman,Billy Crystal,Mary Gibbs,Steve Buscemi,James Coburn,Jennifer Tilly,Bob Peterson,John Ratzenberger,Frank Oz,Daniel Gerson,Steve Susskind,Bonnie Hunt,Jeff Pidgeon,Samuel Lord Black,Jack Angel","$115,000,000","$62,577,067","$289,916,256","$562,816,256"
The Grapes of Wrath,1940,Not Rated,8.1,"75,616",,314,95,129,"Drama, History",English,USA,15 March 1940 (USA),Twentieth Century Fox, Black and White,"The Joad clan, introduced to the world in John Steinbeck's iconic novel, is looking for a better life in California. After their drought-ridden farm is seized by the bank, the family -- led by just-paroled son Tom -- loads up a truck and heads West. On the road, beset by hardships, the Joads meet dozens of other families making the same trek and holding onto the same dream. Once in California, however, the Joads soon realize that the promised land isn't quite what they hoped.","https://ia.media-imdb.com/images/M/MV5BNzJiOGI2MjctYjUyMS00ZjkzLWE2ZmUtOTg4NTZkOTNhZDc1L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",John Ford,"Henry Fonda,Jane Darwell,John Carradine,Charley Grapewin,Dorris Bowdon,Russell Simpson,O.Z. Whitehead,John Qualen,Eddie Quillan,Zeffie Tilbury,Frank Sully,Frank Darien,Darryl Hickman,Shirley Mills,Roger Imhof","$800,000",,,
Rocky,1976,PG,8.1,"439,192",961,590,157,120,"Drama, Sport",English,USA,3 December 1976 (USA),Chartoff-Winkler Productions,Color,"Rocky Balboa is a struggling boxer trying to make the big time, working as a debt collector for a pittance. When heavyweight champion Apollo Creed visits Philadelphia, his managers want to set up an exhibition match between Creed and a struggling boxer, touting the fight as a chance for a ""nobody"" to become a ""somebody"". The match is supposed to be easily won by Creed, but someone forgot to tell Rocky, who sees this as his only shot at the big time.","https://ia.media-imdb.com/images/M/MV5BMTY5MDMzODUyOF5BMl5BanBnXkFtZTcwMTQ3NTMyNA@@._V1_UX182_CR0,0,182,268_AL_.jpg",John G. Avildsen,"Sylvester Stallone,Talia Shire,Burt Young,Carl Weathers,Burgess Meredith,Thayer David,Joe Spinell,Jimmy Gambina,Bill Baldwin,Al Silvani,George Memmoli,Jodi Letizia,Diana Lewis,George O'Hanlon,Larry Carroll","$960,000","$5,000,000","$117,235,247","$225,000,000"
Harry Potter and the Deathly Hallows: Part 2,2011,PG-13,8.1,"639,464",295,846,473,130,"Adventure, Drama, Fantasy, Mystery",English,USA,15 July 2011 (USA),Warner Bros.,Color,"Harry, Ron, and Hermione continue their quest of finding and destroying the Dark Lord's three remaining Horcruxes, the magical items responsible for his immortality. But as the mystical Deathly Hallows are uncovered, and Voldemort finds out about their mission, the biggest battle begins and life as they know it will never be the same again.","https://ia.media-imdb.com/images/M/MV5BMjIyZGU4YzUtNDkzYi00ZDRhLTljYzctYTMxMDQ4M2E0Y2YxXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL_.jpg",David Yates,"Ralph Fiennes,Michael Gambon,Alan Rickman,Daniel Radcliffe,Rupert Grint,Emma Watson,Evanna Lynch,Domhnall Gleeson,Clémence Poésy,Warwick Davis,John Hurt,Helena Bonham Carter,Graham Duff,Anthony Allgood,Rusty Goffe","$125,000,000","$169,189,427","$381,011,219,","$1,341,511,219,"
The Maltese Falcon,1941,Not Rated,8.1,"131,882","4,468",368,165,100,"Film-Noir, Mystery",English,USA,18 October 1941 (USA),Warner Bros., Black and White,"Spade and Archer is the name of a San Francisco detective agency. That's for Sam Spade and Miles Archer. The two men are partners, but Sam doesn't like Miles much. A knockout, who goes by the name of Miss Wonderly, walks into their office; and by that night everything's changed. Miles is dead. And so is a man named Floyd Thursby. It seems Miss Wonderly is surrounded by dangerous men. There's Joel Cairo, who uses gardenia-scented calling cards. There's Kasper Gutman, with his enormous girth and feigned civility. Her only hope of protection comes from Sam, who is suspected by the police of one or the other murder. More murders are yet to come, and it will all be because of these dangerous men -- and their lust for a statuette of a bird: the Maltese Falcon.","https://ia.media-imdb.com/images/M/MV5BMTc4MDEzOTMwMl5BMl5BanBnXkFtZTgwMTc2NjgyMjE@._V1_UX182_CR0,0,182,268_AL_.jpg",John Huston,"Humphrey Bogart,Mary Astor,Gladys George,Peter Lorre,Barton MacLane,Lee Patrick,Sydney Greenstreet,Ward Bond,Jerome Cowan,Elisha Cook Jr.,James Burke,Murray Alper,John Hamilton","$375,000",,,"$1,772,000"
A Wednesday,2008,Not Rated,8.2,"61,809","4,968",120,12,,"Crime, Drama, Mystery, Thriller",Hindi,India,5 September 2008 (India),Anjum Rizvi Film Company,Color,"A man calls up the Mumbai police, and tells them he has placed five different bombs in the city -- all set to go off in some time. He wants four terrorists in exchange. Does he get them? Who is behind it all? What's his motive? Is there more than meets the eye?","https://ia.media-imdb.com/images/M/MV5BMTAzODEzMjE1MTJeQTJeQWpwZ15BbWU3MDE3NjQ5Mzk@._V1_UX182_CR0,0,182,268_AL_.jpg",Neeraj Pandey,"Anupam Kher,Naseeruddin Shah,Jimmy Shergill,Deepal Shaw,Aamir Bashir,Kali Prasad Mukherjee,Mukesh Bhatt,Gaurav Kapoor,Chetan Pandit,Veerendra Saxena,Snehal Dabi,Rohitashv Gour,Vije Bhatia,Aayam Mehta,Rajendra Chawla",,,,
Catch Me If You Can,2002,PG-13,8.1,"650,557",530,701,207,141,"Biography, Crime, Drama",English,USA,25 December 2002 (USA),DreamWorks,Color,"New Rochelle, the 1960s. High schooler Frank Abagnale Jr. idolizes his father, who's in trouble with the IRS. When his parents separate, Frank runs away to Manhattan with $25 in his checking account, vowing to regain dad's losses and get his parents back together. Just a few years later, the FBI tracks him down in France; he's extradited, tried, and jailed for passing more than $4,000,000 in bad checks. Along the way, he's posed as a Pan Am pilot, a pediatrician, and an attorney. And, from nearly the beginning of this life of crime, he's been pursued by a dour FBI agent, Carl Hanratty. What starts as cat and mouse becomes something akin to father and son.","https://ia.media-imdb.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1_UX182_CR0,0,182,268_AL_.jpg",Steven Spielberg,"Leonardo DiCaprio,Tom Hanks,Christopher Walken,Martin Sheen,Nathalie Baye,Amy Adams,James Brolin,Brian Howe,Frank John Hughes,Steve Eastin,Chris Ellis,John Finn,Jennifer Garner,Nancy Lenehan,Ellen Pompeo","$52,000,000","$30,082,000","$164,615,351","$352,114,312"
La La Land,2016,PG-13,8.1,"367,227",251,"1,349",644,128,"Comedy, Drama, Music, Musical, Romance",English,USA,25 December 2016 (USA),Summit Entertainment,Color,"Aspiring actress serves lattes to movie stars in between auditions and jazz musician Sebastian scrapes by playing cocktail-party gigs in dingy bars. But as success mounts, they are faced with decisions that fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.","https://ia.media-imdb.com/images/M/MV5BMzUzNDM2NzM2MV5BMl5BanBnXkFtZTgwNTM3NTg4OTE@._V1_UX182_CR0,0,182,268_AL_.jpg",Damien Chazelle,"Ryan Gosling,Emma Stone,Amiée Conn,Terry Walters,Thom Shelton,Cinda Adams,Callie Hernandez,Jessica Rothe,Sonoya Mizuno,Rosemarie DeWitt,J.K. Simmons,Claudine Claudio,Jason Fuchs,D.A. Wallach,Trevor Lissauer","$30,000,000","$881,104","$151,101,803","$445,636,919"
