title,year,mpaa_rating,imdb_rating,imdb_ratings_total,imdb_popularity,imdb_user_reviews_total,imdb_critic_reviews_total,runtime,genre,language,country,release_date,production_co,color,description,poster_image,director,cast,budget,gross_usa_weekend,gross_usa,gross_worldwide
That '70s Show            ,,TV-PG,8.1,"131,651",155,252,39,22,"Comedy, Romance",English,USA,23 August 1998 (USA),Carsey-Werner-Mandabach Productions,Color,"Eric Forman is a typical high school student growing up in Wisconsin in 1976 with his family and his friends. Together, they have the same kind of joys and sorrows that just about every teenager has while growing up. This show parodied many of the attitudes, events and fads of the 70s, along with those who grew up at the time.","https://ia.media-imdb.com/images/M/MV5BN2RkZGE0MjAtZGVkOS00MzVhLTg0OWItZTc4OGRjOTQ1ZTM4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX182_CR0,0,182,268_AL_.jpg",Mark Brazill,"Mila Kunis,Danny Masterson,Laura Prepon,Wilmer Valderrama,Debra Jo Rupp,Kurtwood Smith,Don Stark,Ashton Kutcher,Topher Grace,Tanya Roberts",,,,
Smallville            ,,TV-PG,7.5,"104,507",153,388,103,60,"Adventure, Drama, Romance, Sci-Fi",English,USA,2001 (USA),Tollin,Color,"The numerous miraculous rescues by the local wonder boy Clark have aroused suspicions amongst colonials of Smallville. Interestingly, the boy has managed to downplay his acts of various heroic egresses in the past. They say he's either too fast or has a penchant for finding trouble. He was found by Martha and Jonathan Kent on the day of the Meteor Shower, and subsequently adopted. Clark's friend Lex Luthor, the only heir of Luthorcorp, has been secretly investigating grounds for Clark's outlandish valor. However, on the face of it, Clark just seems a normal boy who's slightly more secretive than usual.","https://ia.media-imdb.com/images/M/MV5BYmNiNzlhOWItMDM5Mi00MGYzLWI1ZDYtNmI5NzI0MWFkMTIwXkEyXkFqcGdeQXVyNjU2NjA5NjM@._V1_UY268_CR6,0,182,268_AL_.jpg",Alfred Gough,"Tom Welling,Allison Mack,Kristin Kreuk,Michael Rosenbaum,John Glover,Erica Durance,Annette O'Toole,John Schneider",,,,
Pretty Little Liars            ,,TV-14,7.5,"134,671",136,204,29,,"Drama, Mystery, Romance, Thriller",English,USA,8 June 2010 (USA),ABC Family,Color,"Set in the fictional town of Rosewood, Pennsylvania, the series follows the lives of four girls, Aria Montgomery, Hanna Marin, Emily Fields, and Spencer Hastings, whose clique falls apart after the disappearance of their leader, Alison DiLaurentis. One year later, the estranged friends are reunited as they begin receiving messages from a mysterious figure named ""A"", who threatens to expose their deepest secrets, including ones they thought only Alison knew. At first, they think it's Alison herself, but after her body is found, the girls realize that someone else is planning on ruining their perfect lives.","https://ia.media-imdb.com/images/M/MV5BMTU5MDYzMzQ2Nl5BMl5BanBnXkFtZTgwMDE3MzU4MTI@._V1_UX182_CR0,0,182,268_AL_.jpg",I. Marlene King,"Troian Bellisario,Ashley Benson,Lucy Hale,Shay Mitchell,Sasha Pieterse,Ian Harding,Laura Leighton,Janel Parrish,Tyler Blackburn,Keegan Allen,Holly Marie Combs,Chad Lowe",,,,
Love            ,,TV-MA,7.7,"26,631",135,128,34,50,"Comedy, Drama, Romance",English,USA,19 February 2016 (USA),Apatow Productions,Color,"A program that follows a couple who must navigate the exhilarations and humiliations of intimacy, commitment and other things they were hoping to avoid.","https://ia.media-imdb.com/images/M/MV5BYzgwMWI4ZGMtOGYyMi00ZmYyLWE0MzUtYmU5MjE1NDQ5MDhmXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_UX182_CR0,0,182,268_AL_.jpg",Judd Apatow,"Gillian Jacobs,Paul Rust,Claudia O'Doherty,Mike Mitchell,Chris Witaske,Jordan Rock",,,,
Howards End            ,,,7.2,"1,214",131,10,3,240,"Drama, Romance",English,UK,8 April 2018 (USA),Playground Entertainment,Color,"The social and class divisions in early 20th century England through the intersection of three families - the wealthy Wilcoxes, the gentle and idealistic Schlegels and the lower-middle class Basts.","https://ia.media-imdb.com/images/M/MV5BNTc4MDU4MDk4OF5BMl5BanBnXkFtZTgwODg1Mjg1NDM@._V1_UX182_CR0,0,182,268_AL_.jpg",Matthew Macfadyen,"Matthew Macfadyen,Hayley Atwell,Philippa Coulthard,Alex Lawther,Joe Bannister,Donna Banya,Tracey Ullman,Bessie Carter,Joseph Quinn,Rosalind Eleazar,Yolanda Kettle,Sandra Voe,Gavin Brocker,Miles Jupp,William Belchambers,Hannah Traylen,Jonah Hauer-King",,,,
Two and a Half Men            ,,TV-14,7.1,"216,192",115,298,52,22,"Comedy, Romance",English,USA,22 September 2003 (USA),Chuck Lorre Productions,Color,"The Harper brothers Charlie and Alan are almost opposites but form a great team. They have little in common except their dislike for their mundane, maternally cold and domineering mother, Evelyn. Alan, a compulsively neat chiropractor and control-freak, is thrown out by his manipulative wife Judith who nevertheless gets him to pay for everything and do most jobs in the house. Charlie is a freelance jingle composer and irresistible Cassanova who lives in a luxurious beach-house and rarely gets up before noon. Charlie ""temporarily"" allows Alan and his son Jake, a food-obsessed, lazy kid who shuttles between his parents, to move in with them after Alan's separation/divorce. The sitcom revolves around their conflicting lifestyles, raising Jake (who has the efficient, caring dad while having a ball with his fun-loving sugar uncle who teaches him boyish things), and bantering with Evelyn and various other friends and family. Other fairly regular characters include Charlie's cleaning lady ...","https://ia.media-imdb.com/images/M/MV5BOTI2MjIzN2ItZDg0OS00MTlhLWIzMTMtYWI4ZTA0NGE4NDJlXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY268_CR0,0,182,268_AL_.jpg",Lee Aronsohn,"Jon Cryer,Angus T. Jones,Conchata Ferrell,Charlie Sheen",,,,
Submergence,2017,,5.6,"1,144",74,12,46,112,"Drama, Romance, Thriller",English,Germany,13 April 2018 (USA),Backup Media,Color,"In a room with no windows on the eastern coast of Africa, a Scotsman, James More, is held captive by jihadist fighters. Thousands of miles away in the Greenland Sea, Danielle Flinders prepares to dive in a submersible to the ocean floor. In their confines they are drawn back to the Christmas of the previous year, where a chance encounter on a beach in France led to an intense and enduring romance.","https://ia.media-imdb.com/images/M/MV5BNjE2NDUyMTY3M15BMl5BanBnXkFtZTgwODU0MDQ5NDM@._V1_UX182_CR0,0,182,268_AL_.jpg",Wim Wenders,"Alicia Vikander,James McAvoy,Alexander Siddig,Jannik Schümann,Reda Kateb,Celyn Jones,Jess Liaudin,Mohamed Hakeemshady,Godehard Giese,Harvey Friedman,Andrea Guasch,Clémentine Baert,Alex Hafner,Thibaut Evrard,Adam Quintero","$15,000,000",,,
Phantom Thread,2017,R,7.7,"51,943",73,298,366,130,"Drama, Romance",English,USA,19 January 2018 (USA),Focus Features,Color,"Set in the glamour of 1950s post-war London, renowned dressmaker Reynolds Woodcock (Daniel Day-Lewis) and his sister Cyril (Lesley Manville) are at the center of British fashion, dressing royalty, movie stars, heiresses, socialites, debutants, and dames with the distinct style of The House of Woodcock. Women come and go through Woodcock's life, providing the confirmed bachelor with inspiration and companionship, until he comes across a young, strong-willed woman, Alma (Vicky Krieps), who soon becomes a fixture in his life as his muse and lover. Once controlled and planned, he finds his carefully tailored life disrupted by love.","https://ia.media-imdb.com/images/M/MV5BMTUxODcwOTU2Nl5BMl5BanBnXkFtZTgwOTUzNjY2NDM@._V1_UX182_CR0,0,182,268_AL_.jpg",Paul Thomas Anderson,"Vicky Krieps,Daniel Day-Lewis,Lesley Manville,Julie Vollono,Sue Clark,Joan Brown,Harriet Leitch,Dinah Nicholson,Julie Duck,Maryanne Frost,Elli Banks,Amy Cunningham,Amber Brabant,Geneva Corlett,Juliet Glaves","$35,000,000",,"$21,023,275,","$44,523,275,"
Call Me by Your Name,2017,R,8.0,"99,245",59,475,409,132,"Drama, Romance",English,Italy,19 January 2018 (USA),Frenesy Film Company,Color,"CALL ME BY YOUR NAME, the new film by Luca Guadagnino, is a sensual and transcendent tale of first love, based on the acclaimed novel by André Aciman. It's the summer of 1983 in the north of Italy, and Elio Perlman (Timothée Chalamet), a precocious 17-year-old young man, spends his days in his family's 17th century villa transcribing and playing classical music, reading, and flirting with his friend Marzia (Esther Garrel). Elio enjoys a close relationship with his father (Michael Stuhlbarg), an eminent professor specializing in Greco-Roman culture, and his mother Annella (Amira Casar), a translator, who favor him with the fruits of high culture in a setting that overflows with natural delights. While Elio's sophistication and intellectual gifts suggest he is already a fully-fledged adult, there is much that yet remains innocent and unformed about him, particularly about matters of the heart. One day, Oliver (Armie Hammer), a 24-year-old American college graduate student working on his...","https://ia.media-imdb.com/images/M/MV5BNDk3NTEwNjc0MV5BMl5BanBnXkFtZTgwNzYxNTMwMzI@._V1_UX182_CR0,0,182,268_AL_.jpg",Luca Guadagnino,"Armie Hammer,Timothée Chalamet,Michael Stuhlbarg,Amira Casar,Esther Garrel,Victoire Du Bois,Vanda Capriolo,Antonio Rimoldi,Elena Bucci,Marco Sgrosso,André Aciman,Peter Spears","€4,000,000","$412,932","$18,065,180,","$40,353,565,"
Orbiter 9,2017,,5.8,"2,483",55,26,22,95,"Drama, Romance, Sci-Fi",Spanish,Spain,7 April 2017 (Spain),Cactus Flower,Color,"Helena is a young girl who spent all her life in a space pod just after her birth, traveling from Earth to a distant planet where she will reunite with others space colonials, with the voice of the on-board computer as only one company. Arriving to a space station for maintenance works, Helena meets Álex, the repairman, falling in love with him quickly. But Álex, still traumatized by the ghosts of his own past, decides some days later after to meet Helena break all rules and reveal her the truth.","https://ia.media-imdb.com/images/M/MV5BOGM2MDk1YmEtZTBmZi00ZjJiLTkyOGEtNjExNTNmZjQ3MzcxXkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_UX182_CR0,0,182,268_AL_.jpg",Hatem Khraiche,"Clara Lago,Álex González,Andrés Parra,Belén Rueda,Kristina Lilley,John Alex Castillo,Fernando Campo,Sara Deray,Patxi Santamaría,Ina Juaristi,Asier Hernández,Bárbara Rivas,Nelson Camayo,Luna Baxter,Silvia Varón","€4,000,000",,,
Hereditary,2018,R,7.3,455,167,2,11,126,"Drama, Horror, Mystery, Thriller",English,USA,8 June 2018 (USA),PalmStar Media,Color,"When Ellen, the matriarch of the Graham family, passes away, her daughter's family begins to unravel cryptic and increasingly terrifying secrets about their ancestry. The more they discover, the more they find themselves trying to outrun the sinister fate they seem to have inherited as it slowly destroys everything they know. Making his feature debut, writer-director Ari Aster unleashes a nightmare vision of a domestic breakdown that exhibits the craft and precision of a nascent auteur, transforming a familial tragedy into something ominous and deeply disquieting, and pushing the horror movie into chilling new terrain with its shattering portrait of heritage gone to hell.","https://ia.media-imdb.com/images/M/MV5BODg1YWRhY2QtOWJiMS00Y2NhLTgzZGUtZDJjZGE2MjRlM2Y4XkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_UX182_CR0,0,182,268_AL_.jpg",Ari Aster,"Toni Collette,Gabriel Byrne,Alex Wolff,Milly Shapiro,Ann Dowd,Mallory Bechtel,Zachary Arthur,Mark Blockovich,Jake Brown,Gabriel Monroe Eckert,John Forker,Gerry Garcia,Austin R. Grant,Rachelle Hardy,Brock McKinney",,,,
Mother!,2017,R,6.7,"113,520",166,"1,108",475,121,"Drama, Horror, Mystery",English,USA,15 September 2017 (USA),Protozoa Pictures,Color,"Amidst a wild flat meadow encircled by an Edenic lush forest, a couple have cocooned themselves in a secluded mansion that was not so long ago burned to the ground, devotedly restored by the supportive wife. Within this safe environment, the once famous middle-aged poet husband is desirous of creating his magnum opus; however, he seems unable to break out of the persistent creative rut that haunts him. Then, unexpectedly, a knock at the door, the sudden arrival of a cryptic late-night visitor and his intrusive wife will stimulate the writer's stagnant imagination. Little by little, much to the perplexed wife's surprise, the more chaos he lets in their haven, the better for his punctured male ego. In the end, will this incremental mess blemish, irreparably, the couple's inviolable sanctuary?","https://ia.media-imdb.com/images/M/MV5BMzc5ODExODE0MV5BMl5BanBnXkFtZTgwNDkzNDUxMzI@._V1_UX182_CR0,0,182,268_AL_.jpg",Darren Aronofsky,"Jennifer Lawrence,Javier Bardem,Ed Harris,Michelle Pfeiffer,Brian Gleeson,Domhnall Gleeson,Jovan Adepo,Amanda Chiu,Patricia Summersett,Eric Davis,Raphael Grosz-Harvey,Emily Hampshire,Abraham Aronofsky,Luis Oliva,Stephanie Ng Wan","$33,000,000","$7,534,673","$17,800,004,",
Tale of Tales,2015,R,6.4,"20,533",156,79,221,134,"Drama, Fantasy, Horror",English,Italy,22 April 2016 (USA),Archimede,Color,"The film serves as Garrone's English-language debut and will interweave three separate story strands bookended by brief bits in which Italians Alba Rohrwacher and Massimo Ceccherini will play a street circus family. In one tale Salma Hayek will play a jealous queen who forfeits her husband's life. In another, Vincent Cassel plays a king whose passion is stoked by two mysterious sisters.","https://ia.media-imdb.com/images/M/MV5BMmRkOTI5N2YtMWE4MS00ZGYwLWFhMzMtZTBjYTIxOGZhOTVlXkEyXkFqcGdeQXVyMjQ2MTk1OTE@._V1_UY268_CR3,0,182,268_AL_.jpg",Matteo Garrone,"Salma Hayek,Vincent Cassel,Toby Jones,John C. Reilly,Shirley Henderson,Hayley Carmichael,Bebe Cave,Stacy Martin,Christian Lees,Jonah Lees,Laura Pizzirani,Franco Pistoni,Jessie Cave,Michael Martini,Alessandro Campagna","€12,000,000","$9,000","$80,809,",
Split,2016,PG-13,7.3,"259,768",154,644,515,117,"Horror, Thriller",English,USA,20 January 2017 (USA),Blinding Edge Pictures,Color,"When three girls are kidnapped by a man with 23 different personalities, they have to work out which of those personalities will help them escape and which of those personalities will try to stop them.","https://ia.media-imdb.com/images/M/MV5BZTJiNGM2NjItNDRiYy00ZjY0LTgwNTItZDBmZGRlODQ4YThkL2ltYWdlXkEyXkFqcGdeQXVyMjY5ODI4NDk@._V1_UX182_CR0,0,182,268_AL_.jpg",M. Night Shyamalan,"James McAvoy,Anya Taylor-Joy,Betty Buckley,Haley Lu Richardson,Jessica Sula,Izzie Coffey,Brad William Henke,Sebastian Arcelus,Neal Huff,Ukee Washington,Ann Wood,Robert Michael Kelly,M. Night Shyamalan,Rosemary Howard,Jerome Gallman","$9,000,000","$40,010,975","$138,291,365","$278,454,358"
Ordeal by Innocence            ,,,7.2,681,79,19,1,60,"Drama, Mystery",English,UK,1 April 2018 (UK),Mammoth Screen,Color,Christmas 1954. Wealthy philanthropist Rachel Argyll is murdered at her family estate Sunny Point. Her adopted son Jack Argyll is arrested for her murder. He vehemently protests his innocence.,"https://ia.media-imdb.com/images/M/MV5BNjg0YmQzNzgtNDlmMS00Y2U5LWIyZGMtMzE5MzE5MGQ3ZjQ2XkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_UX182_CR0,0,182,268_AL_.jpg",Morven Christie,"Morven Christie,Anthony Boyle,Christian Cooke,Bill Nighy,Matthew Goode,Luke Treadaway,Anna Chancellor,Crystal Clarke,Ella Purnell,Eleanor Tomlinson,Luke Murray,Catriona McNicoll,Abigail Conteh,Rhys Lambert,Hayden Robertson,Brian McCardie,Alice Eve,Frances Grey,Sandy Welch",,,,
13 Reasons Why            ,,TV-MA,8.3,"160,888",77,662,53,60,"Drama, Mystery",English,USA,31 March 2017 (USA),July Moon Productions,Color,"Thirteen Reasons Why, based on the best-selling books by Jay Asher, follows teenager Clay Jensen (Dylan Minnette) as he returns home from school to find a mysterious box with his name on it lying on his porch. Inside he discovers a group of cassette tapes recorded by Hannah Baker (Katherine Langford) -his classmate and crush-who tragically committed suicide two weeks earlier. On tape, Hannah unfolds an emotional audio diary, detailing the thirteen reasons why she decided to end her life. Through Hannah and Clay's dual narratives, Thirteen Reasons Why weaves an intricate and heartrending story of confusion and desperation that will deeply affect viewers.","https://ia.media-imdb.com/images/M/MV5BYTFmNzRlNWYtMmFmNi00ZTFiLWJhODgtOGM5ODQ5NTgxZWUwL2ltYWdlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UX182_CR0,0,182,268_AL_.jpg",Brian Yorkey,"Nina Cheek,Michael Sadler,Cassie Hendry,Ke'Mari Moore,Vaughn Myovich,Michele Selene Ang,William W. Barbour,Joseph C. Phillips,Alexander Gomez,Dylan Minnette,Katherine Langford,Christian Navarro,Alisha Boe,Brandon Flynn,Justin Prentice,Miles Heizer,Ross Butler,Devin Druid,Amy Hargreaves,Derek Luke,Kate Walsh,Timothy Granaderos,Jacqueline Quale,Megan Stack,Dustin Forrester,Richard Gross,Samantha Logan,Steven Silver,Bryce Cass,Mostafa Elmorsy,Allison Miller,Brian d'Arcy James,Ajiona Alexus,Tommy Dorfman",,,,
Red Sparrow,2018,R,6.8,"38,434",34,353,268,140,"Drama, Mystery, Thriller",English,USA,2 March 2018 (USA),Chernin Entertainment,Color,"A young Russian intelligence officer is assigned to seduce a first-tour CIA agent who handles the CIA's most sensitive penetration of Russian intelligence. The two young officers collide in a charged atmosphere of trade-craft, deception, and inevitably forbidden passion that threatens not just their lives but the lives of others as well.","https://ia.media-imdb.com/images/M/MV5BMTA3MDkxOTc4NDdeQTJeQWpwZ15BbWU4MDAxNzgyNTQz._V1_UX182_CR0,0,182,268_AL_.jpg",Francis Lawrence,"Jennifer Lawrence,Joel Edgerton,Matthias Schoenaerts,Charlotte Rampling,Mary-Louise Parker,Ciarán Hinds,Joely Richardson,Bill Camp,Jeremy Irons,Thekla Reuten,Douglas Hodge,Sakina Jaffrey,Sergei Polunin,Sasha Frolova,Sebastian Hülk","$69,000,000","$16,853,422","$46,547,750,","$142,773,399,"
